LABORATORY,FSRI 
TEST IDENT,MFCP_HF50_1
OPERATOR,Dow
MATERIAL,Memory Foam Carpet Pad
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.04218441992998123
SPEC HOLDER DIFF,-566
SPECIMEN MASS,16.65999984741211
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,914
TIME TO IGN,2.5
END OF TEST SCAN,434
END OF TEST TIME,108.5
TEST STATUS,1
PRE TEST CMT,Dimensions: 99.53 x 99.82 x 12.47 mm
POST TEST CMT,Corners of foil pan curled upwards during fire decay stage.
