LABORATORY,FSRI 
TEST IDENT,MFCP_HF50_2
OPERATOR,Dow
MATERIAL,Memory foam carpet pad
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.039023857563734055
SPEC HOLDER DIFF,-566
SPECIMEN MASS,16.920000076293945
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,783
TIME TO IGN,2.25
END OF TEST SCAN,303
END OF TEST TIME,75.75
TEST STATUS,1
PRE TEST CMT,Dimensions: 102.06 x 102.08 x 12.65 mm
POST TEST CMT,"Corners of foil pan lifted upwards during fire decay stage, beginning less than 10 seconds before flames extinguished. "
