LABORATORY,FSRI 
TEST IDENT,MFCP_HF50_3
OPERATOR,Dow
MATERIAL,Memory foam carpet pad
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.039023857563734055
SPEC HOLDER DIFF,-566
SPECIMEN MASS,16.450000762939453
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,768
TIME TO IGN,2.25
END OF TEST SCAN,288
END OF TEST TIME,72
TEST STATUS,1
PRE TEST CMT,Dimensions: 102.28 x 100.45 x 12.69 mm
POST TEST CMT,"Corners of foil pan lifted upwards during fire decay stage, beginning less than 10 seconds before flames extinguished. Test pictures available."
