LABORATORY,FSRI 
TEST IDENT,MFCP_HF25_2
OPERATOR,Dow
MATERIAL,Memory foam carpet pad
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.039023857563734055
SPEC HOLDER DIFF,-566
SPECIMEN MASS,16.93000030517578
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,978
TIME TO IGN,8
END OF TEST SCAN,498
END OF TEST TIME,124.5
TEST STATUS,1
PRE TEST CMT,Dimensions: 100.42 x 103.53 x 12.83 mm
POST TEST CMT,"Corners of foil pan lifted upwards during fire decay stage, beginning less than 10 seconds before flames extinguished. "
