Time after Ignition,Black_PMMA_R1,Black_PMMA_R2,Black_PMMA_R3,Black_PMMA_R4,Mean,Std. Dev.
107.5,1196.6,1118.1,1142.0,1062.1,1129.7,55.8
107.75,1169.6,1171.2,1134.4,1118.1,1148.3,26.3
108.0,1158.9,1139.1,1132.5,1106.1,1134.1,21.8
108.25,1144.5,1143.9,1172.9,1005.5,1116.7,75.3
108.5,1147.7,1158.3,1209.0,1107.7,1155.7,41.7
108.75,1128.6,1167.4,1193.7,1091.9,1145.4,44.6
109.0,1126.1,1257.0,1128.8,1074.7,1146.6,77.7
109.25,1146.5,1123.7,1160.8,1047.0,1119.5,50.7
109.5,1137.7,1189.7,1201.4,1133.2,1165.5,35.1
109.75,1099.0,1244.9,1230.3,1116.3,1172.6,75.6
110.0,1112.9,1154.9,1157.5,1076.8,1125.5,38.4
110.25,1140.2,1210.7,1178.2,1068.5,1149.4,61.1
110.5,1185.4,1206.5,1146.7,1066.6,1151.3,61.7
110.75,1155.2,1193.8,1214.7,1127.5,1172.8,39.0
111.0,1161.0,1211.8,1159.2,1121.8,1163.4,37.0
111.25,1107.4,1190.3,1142.2,1122.4,1140.6,36.1
111.5,1220.6,1209.0,1202.1,1125.4,1189.3,43.3
111.75,1155.9,1212.2,1227.5,1020.4,1154.0,94.2
112.0,1157.5,1170.5,1116.5,1123.0,1141.9,26.2
112.25,1182.2,1122.1,1174.6,1093.7,1143.1,42.5
112.5,1134.4,1247.5,1226.2,1133.5,1185.4,60.0
112.75,1116.9,1184.0,1139.8,1079.7,1130.1,43.6
113.0,1183.1,1223.5,1144.0,1097.1,1161.9,54.1
113.25,1115.6,1169.0,1236.8,1082.1,1150.9,67.5
113.5,1151.3,1211.9,1206.2,1105.9,1168.8,50.1
113.75,1138.5,1106.8,1148.3,1100.3,1123.5,23.5
114.0,1202.9,1199.5,1209.1,1026.9,1159.6,88.6
114.25,1164.2,1200.8,1186.6,1074.5,1156.5,56.7
114.5,1217.9,1137.1,1199.8,1112.3,1166.8,50.2
114.75,1196.9,1197.5,1139.8,1025.1,1139.8,81.1
115.0,1214.7,1185.3,1163.3,1111.9,1168.8,43.4
115.25,1106.9,1193.6,1214.2,1103.5,1154.6,57.6
115.5,1197.2,1161.1,1145.9,1084.3,1147.1,47.1
115.75,1167.7,1149.0,1192.0,1108.3,1154.3,35.3
116.0,1177.2,1150.1,1205.9,1009.4,1135.6,87.2
116.25,1111.7,1137.7,1173.1,1040.9,1115.9,55.9
116.5,1169.5,1164.6,1190.0,1189.1,1178.3,13.2
116.75,1168.9,1196.4,1221.1,1100.6,1171.8,52.0
117.0,1176.0,1143.2,1213.5,1038.7,1142.8,75.1
117.25,1157.3,1107.2,1166.8,954.5,1096.4,98.2
117.5,1178.8,1188.1,1205.1,1145.9,1179.5,24.9
117.75,1166.8,1115.2,1213.4,1060.8,1139.1,65.8
118.0,1159.3,1177.8,1274.1,1130.0,1185.3,62.4
118.25,1111.8,1135.5,1117.7,1035.6,1100.1,44.2
118.5,1156.5,1151.4,1233.9,1101.4,1160.8,54.7
118.75,1184.9,1135.6,1189.0,1009.1,1129.7,83.9
119.0,1165.1,1199.5,1191.3,1134.1,1172.5,29.5
119.25,1205.6,1169.7,1197.7,1125.0,1174.5,36.4
119.5,1128.3,1174.6,1212.7,1131.2,1161.7,40.0
119.75,1228.8,1141.7,1171.1,1096.3,1159.5,55.5
120.0,1221.8,1180.8,1221.8,1092.9,1179.3,60.8
120.25,1075.0,1115.5,1156.4,1047.5,1098.6,47.6
120.5,1134.8,1142.2,1161.0,1158.8,1149.2,12.7
120.75,1217.7,1153.4,1215.8,993.1,1145.0,105.6
121.0,1171.6,1175.3,1119.3,1162.6,1157.2,25.8
121.25,1177.7,1169.3,1272.4,1138.0,1189.3,57.9
121.5,1120.2,1096.4,1183.1,1206.3,1151.5,51.7
121.75,1224.0,1232.0,1131.0,1056.4,1160.8,83.4
122.0,1171.8,1158.2,1134.2,1045.8,1127.5,56.6
122.25,1138.6,1189.2,1141.0,1113.4,1145.5,31.7
122.5,1134.0,1220.0,1247.9,1129.3,1182.8,60.2
122.75,1108.2,1180.2,1292.8,1099.2,1170.1,89.5
123.0,1126.9,1120.6,1176.8,1173.5,1149.4,29.8
123.25,1145.5,1193.6,1239.3,1097.6,1169.0,61.1
123.5,1212.5,1104.4,1194.8,1118.0,1157.4,54.1
123.75,1200.5,1129.4,1206.2,1057.3,1148.3,70.0
124.0,1140.9,1178.3,1196.2,1053.1,1142.1,63.6
124.25,1152.3,1163.4,1236.1,1110.8,1165.7,52.1
124.5,1157.4,1233.9,1203.5,1074.4,1167.3,69.5
124.75,1123.9,1188.5,1177.2,1175.3,1166.2,28.8
125.0,1198.5,1130.1,1201.6,1002.5,1133.2,93.2
125.25,1126.4,1226.6,1220.8,1180.1,1188.5,46.3
125.5,1175.0,1174.3,1247.0,1073.7,1167.5,71.2
125.75,1124.7,1133.4,1130.2,1087.7,1119.0,21.2
126.0,1180.0,1209.0,1227.3,1040.5,1164.2,84.7
126.25,1139.6,1172.3,1189.4,1030.3,1132.9,71.5
126.5,1155.4,1259.5,1264.2,1072.1,1187.8,92.0
126.75,1152.9,1127.3,1230.6,1116.9,1156.9,51.4
127.0,1118.4,1149.0,1256.7,1135.1,1164.8,62.5
127.25,1103.4,1131.4,1210.0,1080.1,1131.2,56.6
127.5,1214.7,1209.8,1226.1,1150.3,1200.2,34.0
127.75,1218.4,1194.9,1176.9,1139.7,1182.5,33.2
128.0,1211.7,1183.2,1177.4,1040.5,1153.2,76.6
128.25,1148.3,1186.2,1172.7,1035.3,1135.6,68.7
128.5,1150.7,1191.5,1228.8,1191.7,1190.7,31.9
128.75,1191.0,1145.5,1194.0,1103.0,1158.4,43.1
129.0,1194.4,1203.9,1243.1,1157.9,1199.8,35.0
129.25,1104.5,1220.2,1247.7,1091.4,1165.9,79.5
129.5,1160.5,1143.1,1157.0,1072.7,1133.3,41.1
129.75,1200.3,1205.6,1195.3,1092.7,1173.5,54.0
130.0,1213.7,1163.8,1174.3,1214.1,1191.5,26.3
130.25,1242.2,1167.0,1218.7,1038.9,1166.7,90.8
130.5,1146.6,1154.4,1186.8,1074.2,1140.5,47.5
130.75,1174.0,1143.1,1217.4,1073.4,1152.0,60.6
131.0,1201.0,1179.2,1175.4,1126.0,1170.4,31.7
131.25,1145.0,1194.2,1250.2,1106.0,1173.9,62.4
131.5,1149.5,1235.0,1289.5,1085.4,1189.8,90.4
131.75,1212.9,1219.3,1192.9,1125.4,1187.6,43.0
132.0,1176.1,1180.2,1272.0,1048.5,1169.2,91.9
132.25,1217.0,1161.9,1173.9,1101.3,1163.5,47.8
132.5,1206.8,1308.5,1253.7,1018.4,1196.8,126.0
132.75,1163.8,1179.1,1196.2,1210.7,1187.4,20.4
133.0,1127.9,1108.1,1238.0,1082.5,1139.1,68.5
133.25,1222.9,1219.5,1222.1,1064.9,1182.4,78.3
133.5,1175.6,1154.3,1163.9,1141.0,1158.7,14.6
133.75,1185.5,1223.9,1193.2,1055.6,1164.5,74.5
134.0,1203.8,1201.6,1244.9,1030.4,1170.2,95.3
134.25,1199.4,1148.5,1174.2,1193.4,1178.9,22.9
134.5,1193.8,1158.6,1214.0,1101.7,1167.0,49.2
134.75,1210.6,1188.2,1191.6,1130.2,1180.1,34.7
135.0,1151.3,1225.4,1100.8,1118.2,1148.9,55.1
135.25,1174.4,1233.7,1219.5,1191.8,1204.8,26.7
135.5,1162.2,1251.3,1194.5,1079.3,1171.8,71.8
135.75,1234.9,1153.5,1274.3,1151.4,1203.5,61.2
136.0,1137.2,1122.8,1186.2,1116.0,1140.5,31.7
136.25,1184.5,1243.7,1224.0,1069.9,1180.5,77.7
136.5,1166.5,1208.5,1195.1,1103.4,1168.4,46.7
136.75,1311.7,1189.7,1249.5,1106.2,1214.3,87.6
137.0,1146.5,1231.7,1211.0,1108.0,1174.3,57.2
137.25,1192.9,1215.6,1302.4,1047.9,1189.7,105.6
137.5,1200.7,1239.2,1188.0,1193.1,1205.3,23.3
137.75,1268.2,1287.6,1263.9,1084.0,1225.9,95.1
138.0,1146.6,1172.8,1260.7,1082.8,1165.7,73.7
138.25,1212.4,1183.5,1206.3,1200.8,1200.7,12.4
138.5,1213.1,1192.0,1201.3,1102.3,1177.2,50.6
138.75,1172.5,1155.0,1240.1,1136.0,1175.9,45.3
139.0,1221.7,1213.9,1212.6,1135.8,1196.0,40.3
139.25,1124.5,1142.4,1229.5,1179.3,1168.9,46.4
139.5,1136.6,1183.8,1193.8,1141.7,1164.0,29.0
139.75,1191.9,1196.0,1272.1,1162.6,1205.7,46.7
140.0,1225.0,1222.6,1237.9,1149.9,1208.8,39.9
140.25,1161.4,1180.0,1163.0,1176.2,1170.1,9.3
140.5,1199.0,1224.5,1258.4,1170.3,1213.0,37.5
140.75,1224.2,1233.2,1297.4,1085.1,1210.0,89.4
141.0,1279.3,1195.2,1224.3,1172.2,1217.7,46.3
141.25,1200.4,1229.4,1242.7,1094.0,1191.6,67.5
141.5,1189.4,1153.6,1189.4,1138.2,1167.7,25.9
141.75,1234.2,1154.2,1254.7,1097.5,1185.1,72.7
142.0,1205.0,1259.6,1238.6,1131.8,1208.7,56.0
142.25,1216.6,1209.9,1248.1,1108.1,1195.7,60.7
142.5,1170.3,1217.9,1233.2,1119.6,1185.3,51.3
142.75,1232.5,1278.8,1274.0,1144.4,1232.4,62.3
143.0,1175.3,1183.9,1166.8,1131.3,1164.3,23.1
143.25,1143.5,1305.5,1283.7,1102.4,1208.8,100.9
143.5,1216.5,1277.5,1241.0,1174.1,1227.3,43.4
143.75,1208.8,1198.6,1257.9,1180.6,1211.4,33.1
144.0,1161.9,1229.0,1200.8,1116.8,1177.2,48.7
144.25,1113.7,1174.0,1245.7,1149.7,1170.8,55.8
144.5,1198.4,1219.1,1185.9,1014.3,1154.5,94.4
144.75,1203.4,1184.1,1228.2,1173.9,1197.4,23.9
145.0,1182.9,1281.8,1316.1,1167.2,1237.0,73.2
145.25,1175.5,1161.0,1256.0,1171.4,1191.0,43.8
145.5,1162.7,1219.4,1208.3,1186.5,1194.2,25.1
145.75,1223.5,1288.3,1274.1,1181.4,1241.8,48.9
146.0,1202.3,1167.0,1300.7,1161.6,1207.9,64.4
146.25,1242.2,1192.1,1316.7,1184.9,1233.9,60.7
146.5,1145.6,1229.2,1204.1,1121.9,1175.2,49.9
146.75,1233.5,1276.6,1165.8,1168.5,1211.1,53.7
147.0,1103.9,1198.3,1220.0,1154.5,1169.2,51.3
147.25,1145.4,1271.9,1263.6,1110.3,1197.8,82.1
147.5,1228.3,1183.6,1178.6,1241.0,1207.9,31.4
147.75,1184.6,1286.9,1249.1,1170.5,1222.8,54.7
148.0,1172.2,1220.3,1186.8,1174.0,1188.3,22.3
148.25,1206.6,1300.8,1324.1,1198.8,1257.6,64.2
148.5,1224.8,1235.2,1264.6,1125.6,1212.5,60.4
148.75,1303.9,1240.9,1278.9,1206.2,1257.5,42.9
149.0,1218.7,1295.5,1290.8,1099.1,1226.0,91.6
149.25,1139.4,1150.3,1218.9,1191.9,1175.1,36.9
149.5,1170.0,1159.9,1295.7,1154.1,1194.9,67.5
149.75,1232.6,1265.8,1266.7,1093.3,1214.6,82.4
150.0,1169.0,1270.7,1252.7,1265.9,1239.6,47.7
150.25,1166.6,1268.7,1301.7,1160.2,1224.3,71.7
150.5,1271.4,1182.2,1251.1,1171.5,1219.0,49.6
150.75,1185.5,1227.7,1310.1,1166.0,1222.3,63.9
151.0,1225.1,1203.8,1250.5,1210.3,1222.4,20.7
151.25,1239.8,1235.1,1298.0,1131.5,1226.1,69.3
151.5,1192.2,1173.9,1221.2,1137.4,1181.2,35.1
151.75,1201.0,1263.4,1301.4,1187.5,1238.3,53.5
152.0,1188.0,1160.3,1278.2,1190.7,1204.3,51.1
152.25,1271.2,1213.8,1230.2,1203.7,1229.7,29.7
152.5,1238.8,1271.0,1251.1,1152.7,1228.4,52.2
152.75,1146.2,1248.2,1179.4,1260.4,1208.5,54.8
153.0,1159.2,1235.0,1348.4,1160.6,1225.8,89.0
153.25,1237.3,1217.9,1244.9,1180.8,1220.2,28.6
153.5,1328.4,1201.8,1244.0,1191.1,1241.3,62.4
153.75,1180.6,1209.6,1206.6,1248.2,1211.3,27.9
154.0,1287.9,1257.8,1289.6,1226.5,1265.5,29.8
154.25,1206.6,1313.0,1201.7,1183.6,1226.2,58.7
154.5,1208.5,1267.6,1285.3,1149.0,1227.6,61.8
154.75,1195.5,1209.2,1237.6,1302.9,1236.3,47.8
155.0,1233.9,1223.2,1367.0,1079.4,1225.9,117.6
155.25,1190.2,1318.5,1221.2,1155.0,1221.2,70.2
155.5,1229.7,1215.4,1266.4,1173.7,1221.3,38.3
155.75,1159.8,1264.9,1184.7,1192.2,1200.4,45.2
156.0,1197.4,1223.1,1265.6,1188.1,1218.6,34.7
156.25,1243.4,1219.2,1301.7,1234.4,1249.7,36.1
156.5,1255.8,1261.5,1342.5,1228.5,1272.1,49.1
156.75,1252.0,1217.3,1266.1,1208.8,1236.0,27.4
157.0,1260.9,1272.0,1273.0,1193.5,1249.8,38.0
157.25,1200.6,1185.2,1189.4,1262.1,1209.3,35.8
157.5,1214.2,1213.9,1333.0,1200.1,1240.3,62.2
157.75,1215.1,1135.1,1245.4,1234.7,1207.6,49.9
158.0,1211.2,1331.9,1272.3,1175.6,1247.7,68.9
158.25,1175.9,1237.0,1332.0,1187.6,1233.1,71.0
158.5,1289.4,1295.4,1206.4,1111.3,1225.6,86.4
158.75,1186.7,1285.7,1273.7,1212.6,1239.7,47.6
159.0,1255.5,1268.4,1227.7,1193.3,1236.2,33.3
159.25,1302.7,1177.8,1346.5,1219.1,1261.5,76.9
159.5,1220.6,1288.8,1280.4,1173.8,1240.9,54.1
159.75,1298.3,1182.8,1191.6,1165.1,1209.5,60.2
160.0,1226.4,1230.7,1180.6,1192.6,1207.6,24.8
160.25,1198.2,1302.4,1273.9,1208.5,1245.7,50.5
160.5,1241.7,1298.6,1240.5,1231.8,1253.2,30.7
160.75,1236.6,1298.6,1247.2,1159.3,1235.4,57.5
161.0,1195.9,1172.1,1272.7,1293.7,1233.6,58.7
161.25,1211.2,1328.5,1269.3,1288.4,1274.3,48.8
161.5,1246.7,1299.5,1197.8,1218.8,1240.7,44.0
161.75,1242.8,1204.4,1233.9,1275.8,1239.2,29.4
162.0,1261.0,1281.6,1292.4,1129.9,1241.2,75.3
162.25,1271.7,1201.8,1286.5,1182.4,1235.6,51.2
162.5,1288.5,1245.8,1352.4,1114.3,1250.3,100.7
162.75,1208.4,1302.2,1328.8,1300.9,1285.1,52.7
163.0,1323.0,1270.5,1266.5,1213.1,1268.3,44.9
163.25,1261.1,1287.8,1272.1,1145.8,1241.7,64.8
163.5,1258.0,1293.7,1247.1,1240.3,1259.8,23.8
163.75,1232.5,1236.0,1229.6,1280.3,1244.6,23.9
164.0,1128.8,1287.9,1223.6,1132.3,1193.2,76.9
164.25,1262.1,1234.5,1253.3,1177.3,1231.8,38.1
164.5,1205.4,1264.6,1320.5,1226.8,1254.3,50.5
164.75,1273.8,1258.9,1364.5,1199.3,1274.1,68.3
165.0,1259.3,1306.6,1311.4,1336.0,1303.3,32.1
165.25,1191.6,1196.2,1235.2,1191.9,1203.7,21.1
165.5,1264.0,1292.6,1262.1,1266.7,1271.3,14.3
165.75,1305.9,1186.0,1224.5,1249.6,1241.5,50.2
166.0,1252.4,1336.7,1224.1,1211.1,1256.1,56.4
166.25,1268.1,1371.0,1240.7,1262.3,1285.5,58.2
166.5,1257.9,1170.9,1306.0,1228.6,1240.8,56.5
166.75,1258.4,1233.0,1272.3,1216.4,1245.0,25.1
167.0,1238.9,1299.3,1334.3,1130.4,1250.7,89.4
167.25,1266.5,1215.3,1306.3,1317.8,1276.5,46.3
167.5,1256.8,1265.4,1352.0,1220.8,1273.7,55.6
167.75,1280.7,1263.5,1326.5,1109.1,1245.0,94.4
168.0,1283.9,1299.8,1365.9,1163.3,1278.2,84.4
168.25,1269.9,1377.7,1283.8,1198.8,1282.6,73.5
168.5,1167.6,1254.8,1257.1,1240.7,1230.1,42.3
168.75,1256.5,1193.6,1346.9,1208.0,1251.3,69.2
169.0,1308.9,1291.7,1241.0,1119.3,1240.2,85.6
169.25,1298.6,1302.5,1251.7,1135.5,1247.1,77.9
169.5,1242.0,1231.6,1340.1,1220.7,1258.6,55.0
169.75,1298.9,1212.0,1362.3,1201.1,1268.5,76.3
170.0,1252.9,1307.8,1298.7,1237.5,1274.2,34.3
170.25,1264.1,1271.5,1336.9,1125.6,1249.5,88.9
170.5,1192.6,1206.8,1317.2,1175.3,1223.0,64.1
170.75,1235.6,1244.6,1342.3,1181.8,1251.1,66.8
171.0,1249.5,1204.7,1301.4,1233.1,1247.2,40.6
171.25,1206.0,1287.3,1208.0,1218.2,1229.9,38.7
171.5,1253.0,1318.7,1284.7,1221.4,1269.5,41.8
171.75,1236.1,1273.8,1282.4,1229.2,1255.3,26.6
172.0,1261.6,1254.0,1281.4,1195.1,1248.0,37.1
172.25,1237.7,1246.6,1369.6,1243.7,1274.4,63.6
172.5,1272.0,1254.9,1286.3,1203.9,1254.3,35.9
172.75,1207.7,1225.2,1329.1,1289.9,1263.0,56.5
173.0,1279.1,1239.9,1248.1,1103.9,1217.8,77.7
173.25,1341.1,1255.2,1254.5,1320.6,1292.8,44.7
173.5,1227.0,1336.5,1225.6,1104.7,1223.5,94.7
173.75,1241.5,1337.8,1295.6,1265.7,1285.1,41.5
174.0,1215.4,1279.8,1316.2,1251.6,1265.7,42.7
174.25,1245.3,1271.7,1289.2,1118.9,1231.3,77.1
174.5,1322.3,1249.7,1321.8,1215.7,1277.4,53.4
174.75,1293.6,1218.0,1287.2,1196.1,1248.7,49.0
175.0,1263.3,1339.4,1283.9,1273.9,1290.1,33.9
175.25,1303.3,1310.1,1321.9,1187.7,1280.7,62.5
175.5,1250.0,1276.1,1258.8,1224.1,1252.2,21.7
175.75,1269.7,1275.4,1280.1,1279.6,1276.2,4.8
176.0,1302.2,1310.6,1227.7,1263.5,1276.0,38.2
176.25,1254.2,1325.2,1354.3,1150.5,1271.0,90.7
176.5,1270.5,1206.3,1282.7,1206.6,1241.5,40.8
176.75,1332.2,1274.8,1250.6,1210.0,1266.9,51.0
177.0,1119.3,1321.9,1252.1,1186.0,1219.8,87.0
177.25,1268.8,1292.6,1288.4,1242.4,1273.1,22.9
177.5,1247.2,1315.7,1213.8,1255.4,1258.0,42.4
177.75,1296.0,1299.3,1361.0,1163.5,1279.9,83.2
178.0,1219.9,1166.7,1247.5,1247.9,1220.5,38.2
178.25,1280.1,1243.2,1278.7,1273.3,1268.8,17.3
178.5,1280.0,1278.3,1290.1,1219.5,1267.0,32.1
178.75,1308.3,1369.0,1305.4,1210.8,1298.4,65.3
179.0,1269.9,1242.1,1302.9,1292.5,1276.8,27.0
179.25,1206.6,1269.0,1276.6,1172.1,1231.0,50.3
179.5,1289.6,1268.5,1280.6,1274.2,1278.2,9.0
179.75,1342.7,1259.3,1213.9,1184.5,1250.1,69.0
180.0,1217.0,1321.9,1262.4,1226.6,1257.0,47.5
180.25,1240.4,1307.3,1286.7,1148.9,1245.8,70.4
180.5,1292.5,1277.6,1283.8,1224.9,1269.7,30.5
180.75,1245.4,1285.4,1208.7,1220.0,1239.9,34.0
181.0,1257.9,1249.2,1251.7,1272.7,1257.9,10.6
181.25,1255.2,1191.6,1251.1,1301.1,1249.8,44.9
181.5,1265.3,1283.2,1253.2,1169.7,1242.9,50.3
181.75,1400.3,1281.1,1323.4,1265.7,1317.6,60.3
182.0,1201.1,1217.7,1370.4,1245.8,1258.8,76.7
182.25,1238.8,1348.5,1278.0,1226.7,1273.0,54.9
182.5,1330.0,1325.2,1256.1,1217.0,1282.1,55.0
182.75,1308.8,1332.4,1212.6,1166.5,1255.1,78.5
183.0,1241.2,1282.2,1250.4,1191.3,1241.3,37.7
183.25,1189.3,1252.0,1320.0,1165.0,1231.6,69.4
183.5,1292.7,1382.0,1328.6,1281.8,1321.3,45.2
183.75,1289.9,1271.8,1393.3,1235.6,1297.6,67.7
184.0,1229.7,1378.2,1195.7,1320.0,1280.9,83.4
184.25,1277.2,1326.9,1263.1,1205.4,1268.1,50.0
184.5,1328.6,1300.0,1265.7,1191.7,1271.5,59.1
184.75,1309.5,1324.7,1319.1,1176.1,1282.3,71.1
185.0,1267.3,1383.7,1280.1,1288.5,1304.9,53.2
185.25,1300.9,1274.2,1193.2,1231.6,1250.0,47.4
185.5,1275.7,1387.2,1236.4,1366.6,1316.5,72.1
185.75,1302.4,1294.2,1260.1,1354.8,1302.9,39.1
186.0,1257.6,1354.0,1268.4,1286.6,1291.6,43.2
186.25,1181.0,1295.1,1337.6,1285.3,1274.8,66.5
186.5,1331.9,1204.8,1202.9,1262.9,1250.6,60.9
186.75,1196.8,1298.5,1262.2,1237.1,1248.7,42.8
187.0,1311.0,1227.8,1358.4,1267.9,1291.3,56.2
187.25,1287.5,1359.5,1283.5,1170.1,1275.1,78.2
187.5,1319.5,1370.5,1281.7,1277.7,1312.3,43.1
187.75,1220.7,1358.0,1182.4,1350.7,1277.9,89.6
188.0,1243.2,1387.4,1358.4,1315.0,1326.0,62.7
188.25,1294.6,1260.7,1347.1,1205.6,1277.0,59.4
188.5,1332.8,1370.6,1327.7,1172.6,1300.9,87.6
188.75,1279.8,1301.7,1362.7,1284.9,1307.3,38.1
189.0,1255.4,1270.9,1350.2,1246.0,1280.6,47.5
189.25,1243.0,1290.1,1302.0,1248.1,1270.8,29.6
189.5,1239.3,1274.4,1307.4,1265.8,1271.7,28.1
189.75,1235.3,1310.1,1308.4,1269.8,1280.9,35.7
190.0,1310.5,1284.2,1233.0,1200.7,1257.1,49.5
190.25,1263.6,1205.0,1303.3,1284.5,1264.1,42.6
190.5,1215.7,1304.3,1286.8,1253.6,1265.1,39.1
190.75,1292.4,1221.8,1298.6,1264.8,1269.4,35.0
191.0,1219.6,1239.7,1269.1,1348.8,1269.3,56.7
191.25,1328.4,1324.6,1238.9,1234.2,1281.5,52.0
191.5,1281.2,1348.6,1310.7,1293.3,1308.4,29.4
191.75,1267.8,1265.9,1235.2,1348.4,1279.3,48.4
192.0,1293.6,1381.0,1291.5,1198.1,1291.0,74.7
192.25,1294.0,1317.7,1259.7,1331.2,1300.7,31.3
192.5,1280.4,1342.5,1318.2,1315.0,1314.1,25.6
192.75,1283.0,1266.0,1270.3,1254.7,1268.5,11.7
193.0,1312.4,1375.6,1354.7,1227.7,1317.6,65.4
193.25,1236.5,1305.2,1288.6,1344.4,1293.7,44.7
193.5,1265.3,1310.8,1358.9,1276.4,1302.9,42.1
193.75,1221.9,1354.6,1241.4,1212.7,1257.6,65.7
194.0,1363.6,1268.4,1300.9,1263.9,1299.2,46.0
194.25,1205.6,1245.3,1286.6,1237.1,1243.6,33.3
194.5,1245.1,1268.6,1273.5,1279.6,1266.7,15.1
194.75,1273.7,1333.9,1256.6,1304.7,1292.2,34.2
195.0,1299.1,1378.9,1337.8,1288.2,1326.0,41.2
195.25,1306.8,1317.9,1279.1,1366.9,1317.7,36.6
195.5,1342.9,1327.9,1271.3,1296.9,1309.7,32.0
195.75,1304.5,1245.2,1228.7,1352.3,1282.7,56.7
196.0,1259.6,1326.9,1406.0,1274.9,1316.8,66.1
196.25,1330.6,1347.3,1302.8,1345.9,1331.7,20.7
196.5,1345.1,1264.8,1294.3,1268.1,1293.1,37.1
196.75,1277.6,1212.8,1378.6,1310.1,1294.7,69.0
197.0,1276.2,1320.3,1222.2,1287.4,1276.5,40.8
197.25,1311.6,1372.9,1307.2,1298.2,1322.5,34.1
197.5,1299.6,1296.7,1327.1,1241.4,1291.2,35.9
197.75,1252.1,1297.9,1307.2,1288.3,1286.4,24.1
198.0,1297.0,1333.8,1241.8,1326.4,1299.8,41.8
198.25,1335.5,1361.8,1300.5,1241.3,1309.8,52.1
198.5,1297.6,1384.7,1342.3,1339.6,1341.0,35.6
198.75,1254.4,1335.4,1375.9,1198.3,1291.0,79.8
199.0,1308.5,1347.4,1290.6,1247.3,1298.4,41.5
199.25,1313.2,1331.5,1253.5,1282.2,1295.1,34.4
199.5,1298.2,1284.8,1325.1,1281.0,1297.3,20.0
199.75,1336.7,1318.3,1275.7,1244.8,1293.9,41.5
200.0,1242.4,1251.7,1290.7,1244.7,1257.4,22.6
200.25,1311.4,1270.5,1255.9,1167.0,1251.2,60.9
200.5,1348.0,1278.6,1299.3,1230.2,1289.0,48.8
200.75,1272.5,1304.8,1315.1,1311.9,1301.1,19.5
201.0,1276.9,1372.4,1194.6,1345.5,1297.3,79.4
201.25,1256.4,1380.0,1321.2,1301.4,1314.8,51.3
201.5,1225.7,1261.2,1290.0,1187.1,1241.0,44.6
201.75,1339.1,1269.5,1242.0,1284.9,1283.9,40.9
202.0,1263.6,1314.4,1254.8,1341.7,1293.6,41.4
202.25,1296.4,1357.5,1223.5,1328.9,1301.6,57.7
202.5,1337.4,1323.0,1275.3,1304.7,1310.1,26.8
202.75,1341.0,1299.4,1263.9,1301.3,1301.4,31.5
203.0,1361.9,1378.3,1272.0,1238.2,1312.6,68.2
203.25,1349.4,1352.2,1211.0,1243.6,1289.0,72.5
203.5,1310.4,1406.5,1393.3,1298.4,1352.2,55.6
203.75,1292.6,1282.0,1290.2,1217.8,1270.7,35.5
204.0,1296.3,1306.4,1237.8,1244.6,1271.3,35.1
204.25,1307.7,1280.4,1307.3,1303.3,1299.7,13.0
204.5,1315.1,1298.0,1281.1,1281.1,1293.8,16.2
204.75,1226.2,1391.3,1310.9,1182.2,1277.7,92.7
205.0,1224.1,1300.3,1286.7,1314.4,1281.4,39.8
205.25,1306.5,1262.3,1313.6,1309.2,1297.9,23.9
205.5,1277.7,1274.6,1301.6,1265.0,1279.7,15.6
205.75,1227.1,1371.0,1265.1,1265.5,1282.2,61.9
206.0,1359.5,1349.0,1425.4,1275.7,1352.4,61.3
206.25,1286.4,1331.5,1294.1,1318.9,1307.7,21.0
206.5,1244.3,1382.7,1262.5,1238.5,1282.0,67.9
206.75,1376.0,1310.5,1229.2,1212.4,1282.0,75.9
207.0,1188.2,1234.6,1334.2,1278.4,1258.8,62.3
207.25,1225.6,1280.7,1248.3,1231.8,1246.6,24.7
207.5,1211.8,1272.2,1319.3,1296.5,1274.9,46.3
207.75,1342.0,1293.9,1207.6,1311.3,1288.7,57.6
208.0,1314.4,1358.6,1255.3,1264.0,1298.1,48.0
208.25,1285.7,1333.5,1279.4,1388.7,1321.8,50.7
208.5,1287.2,1349.4,1237.2,1359.0,1308.2,57.0
208.75,1328.2,1349.7,1286.4,1230.3,1298.7,52.6
209.0,1373.9,1251.1,1298.6,1323.8,1311.9,51.2
209.25,1189.1,1279.5,1266.7,1217.9,1238.3,42.2
209.5,1279.2,1328.4,1299.4,1485.9,1348.2,94.0
209.75,1341.7,1272.2,1303.0,1188.7,1276.4,65.0
210.0,1290.5,1275.2,1287.2,1392.9,1311.5,54.7
210.25,1324.0,1240.9,1224.5,1312.5,1275.5,50.1
210.5,1268.9,1349.3,1292.7,1314.6,1306.4,34.1
210.75,1303.0,1378.6,1270.1,1373.8,1331.4,53.5
211.0,1325.2,1230.4,1325.8,1257.9,1284.8,48.3
211.25,1290.9,1258.6,1263.9,1230.4,1261.0,24.8
211.5,1311.6,1224.3,1305.9,1241.2,1270.7,44.5
211.75,1258.6,1387.2,1291.9,1291.4,1307.3,55.5
212.0,1272.4,1294.4,1348.4,1290.0,1301.3,32.8
212.25,1274.2,1314.9,1292.8,1312.5,1298.6,19.0
212.5,1416.8,1387.3,1305.7,1299.4,1352.3,58.8
212.75,1264.3,1301.9,1278.9,1220.9,1266.5,34.1
