LABORATORY,FSRI 
TEST IDENT,XPS_Foam_HF75_3
OPERATOR,Dow
MATERIAL,XPS Foam Insulation
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.009999999776482582
C FACTOR,0.04070454463362694
SPEC HOLDER DIFF,-566
SPECIMEN MASS,7.309999942779541
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,653
TIME TO IGN,3.25
END OF TEST SCAN,173
END OF TEST TIME,43.25
TEST STATUS,1
PRE TEST CMT,Dimensions: 102.45 x 100.98 x 25.02 mm
POST TEST CMT,"Immediately after the start of the test the sample began to shrivel, then melt."
