LABORATORY,FSRI 
TEST IDENT,PET_HF25_4
OPERATOR,Dow
MATERIAL,PET
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.038569219410419464
SPEC HOLDER DIFF,304.34002685546875
SPECIMEN MASS,98.19999694824219
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,6050
TIME TO IGN,659.25
END OF TEST SCAN,5570
END OF TEST TIME,1392.5
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.48 x 101.48 x 6.80 mm; 60 mm spacing
POST TEST CMT,Minor sampling dripping from foil pan prior to ignition. Sample expanded vertically after ignition. See test pictures.
