LABORATORY,FSRI 
TEST IDENT,PET_HF25_5
OPERATOR,Dow
MATERIAL,PET
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.038569219410419464
SPEC HOLDER DIFF,303.4000244140625
SPECIMEN MASS,97.5
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,7766
TIME TO IGN,1102.5
END OF TEST SCAN,7286
END OF TEST TIME,1821.5
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.60 x 101.45 x 6.70 mm; 60 mm spacing
POST TEST CMT,Sample expanded vertically after ignition. See post test pictures.
