LABORATORY,FSRI 
TEST IDENT,R30Insulation_HF50_1
OPERATOR,Dow
MATERIAL,R30 Fiberglass Insulation
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.04175092279911041
SPEC HOLDER DIFF,-566
SPECIMEN MASS,4.199999809265137
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,8167
TIME TO IGN,0
END OF TEST SCAN,7687
END OF TEST TIME,1921.75
TEST STATUS,1
PRE TEST CMT,Dimensions: 108 x 99 x 51 mm
POST TEST CMT,No ignition. Test ended after 30 minutes. 
