LABORATORY,FSRI 
TEST IDENT,Nylon_HF75_3
OPERATOR,Dow
MATERIAL,Nylon
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.009999999776482582
C FACTOR,0.03706778958439827
SPEC HOLDER DIFF,305.6199951171875
SPECIMEN MASS,36.5
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,1198
TIME TO IGN,30.25
END OF TEST SCAN,718
END OF TEST TIME,179.5
TEST STATUS,1
PRE TEST CMT,Dimensions: 99.81 x 99.93 x 3.11 mm; 60 mm spacing
POST TEST CMT,Minor spilling of sample out of foil pan after ignition. See post test pictures.
