LABORATORY,FSRI 
TEST IDENT,Standard_Gypsum_75_1
OPERATOR,Dow
MATERIAL,Standard Gypsum
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.009999999776482582
C FACTOR,0.04185835272073746
SPEC HOLDER DIFF,-566
SPECIMEN MASS,76.20999908447266
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,613
TIME TO IGN,18.5
END OF TEST SCAN,133
END OF TEST TIME,33.25
TEST STATUS,1
PRE TEST CMT,Dimensions: 103.45 x 102.76 x 12.74 mm
POST TEST CMT,"The gypsum paper continued to have a glowing orange color after the flame self-extinguished, however the test was ended because there was no longer ignition."
