LABORATORY,FSRI 
TEST IDENT,Polyiso_Foam_HF25_R4
OPERATOR,Dow
MATERIAL,Polyisocyanurate Foam Board
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.04004212096333504
SPEC HOLDER DIFF,-566
SPECIMEN MASS,7.329999923706055
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,749
TIME TO IGN,1.75
END OF TEST SCAN,269
END OF TEST TIME,67.25
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.58 x 101.54 x 23.70 mm; with tie wires; top foil layer of sample removed
