LABORATORY,FSRI 
TEST IDENT,Polyiso_Foam_HF75_2
OPERATOR,Dow
MATERIAL,Polyisocyanurate Foam Board
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.009999999776482582
C FACTOR,0.03977454826235771
SPEC HOLDER DIFF,-566
SPECIMEN MASS,7.369999885559082
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,847
TIME TO IGN,0.25
END OF TEST SCAN,367
END OF TEST TIME,91.75
TEST STATUS,1
PRE TEST CMT,Dimensions: 100.96 x 101.32 x 23.13 mm; with tie wires; top foil layer of sample removed
