LABORATORY,FSRI 
TEST IDENT,Polyiso_Foam_HF50_4
OPERATOR,Dow
MATERIAL,Polyisocyanurate Foam Board
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.03977454826235771
SPEC HOLDER DIFF,-566
SPECIMEN MASS,7.119999885559082
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,1473
TIME TO IGN,0.75
END OF TEST SCAN,993
END OF TEST TIME,248.25
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.33 x 101.28 x 23.42 mm; with tie wires; top foil layer of sample removed
