LABORATORY,FSRI 
TEST IDENT,Polyiso_Foam_HF75_4
OPERATOR,Dow
MATERIAL,Polyisocyanurate Foam Board
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.009999999776482582
C FACTOR,0.03977454826235771
SPEC HOLDER DIFF,-566
SPECIMEN MASS,7.050000190734863
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,1037
TIME TO IGN,0.5
END OF TEST SCAN,557
END OF TEST TIME,139.25
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.56 x 101.42 x 22.72 mm; with tie wires; top foil layer of sample removed
