LABORATORY,FSRI 
TEST IDENT,Cellulose_In_HF25_R2
OPERATOR,Marino
MATERIAL,Cellulose Insulation
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.03982676938176155
SPEC HOLDER DIFF,-566
SPECIMEN MASS,26.90999984741211
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,1089
TIME TO IGN,12
END OF TEST SCAN,609
END OF TEST TIME,152.25
TEST STATUS,1
PRE TEST CMT,5 cm depth tray filled without compression
POST TEST CMT,Sample charred and smoldered.
