LABORATORY,FSRI 
TEST IDENT,Cellulose_Ins_HF25_3
OPERATOR,Dow
MATERIAL,cellulose insulation
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.039478302001953125
SPEC HOLDER DIFF,-566
SPECIMEN MASS,26.190000534057617
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,2985
TIME TO IGN,0
END OF TEST SCAN,2505
END OF TEST TIME,626.25
TEST STATUS,1
PRE TEST CMT,Dimensions: 100.5 x 102.9 x 41.5 mm
POST TEST CMT,No ignition. Test ended after 10 minutes. No mass loss after 10 minutes in replicate R1. 
