LABORATORY,FSRI 
TEST IDENT,RFPI_HF25_3
OPERATOR,Dow
MATERIAL,Rubber Foam Pipe Insulation
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.03706778958439827
SPEC HOLDER DIFF,-91.29998779296875
SPECIMEN MASS,6.699999809265137
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,729
TIME TO IGN,4.75
END OF TEST SCAN,249
END OF TEST TIME,62.25
TEST STATUS,1
PRE TEST CMT,Dimensions: 100 x 99.5 x 13 mm
POST TEST CMT,"Sample warped after ignition, elevating surface height. Sample shriveled horizontally, reducing surface area. "
