LABORATORY,FSRI 
TEST IDENT,RFPI_HF75_2
OPERATOR,Dow
MATERIAL,Rubber Foam Pipe Insulation
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.009999999776482582
C FACTOR,0.03706778958439827
SPEC HOLDER DIFF,-90.33999633789062
SPECIMEN MASS,6.699999809265137
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,648
TIME TO IGN,1
END OF TEST SCAN,168
END OF TEST TIME,42
TEST STATUS,1
PRE TEST CMT,Dimensions: 100 x 101 x 13 mm
POST TEST CMT,"Sample warped after ignition, and corners became elevated. Sample shriveled horizontally, reducing surface area. "
