LABORATORY,FSRI 
TEST IDENT,RFPI_HF75_1
OPERATOR,Dow
MATERIAL,Rubber Foam Pipe Insulation
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.009999999776482582
C FACTOR,0.03706778958439827
SPEC HOLDER DIFF,-82.97000122070312
SPECIMEN MASS,6.599999904632568
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,616
TIME TO IGN,0.25
END OF TEST SCAN,136
END OF TEST TIME,34
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.5 x 101 x 12 mm
POST TEST CMT,"Sample warped after ignition, and corners became elevated. Sample shriveled horizontally, reducing surface area. "
