LABORATORY,FSRI 
TEST IDENT,RFPI_HF50_2
OPERATOR,Dow
MATERIAL,Rubber Foam Pipe Insulation
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.03706778958439827
SPEC HOLDER DIFF,-83
SPECIMEN MASS,6.599999904632568
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,699
TIME TO IGN,0.25
END OF TEST SCAN,219
END OF TEST TIME,54.75
TEST STATUS,1
PRE TEST CMT,Dimensions: 100 x 100.5 x 13 mm
POST TEST CMT,"Sample warped after ignition, and corners became elevated. Sample shriveled horizontally, reducing surface area. "
