LABORATORY,FSRI 
TEST IDENT,RFPI_HF50_3
OPERATOR,Dow
MATERIAL,Rubber Foam Pipe Insulation
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.03706778958439827
SPEC HOLDER DIFF,-91.16000366210938
SPECIMEN MASS,6.5
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,676
TIME TO IGN,0.5
END OF TEST SCAN,196
END OF TEST TIME,49
TEST STATUS,1
PRE TEST CMT,Dimensions: 101 x 101 x 13 mm
POST TEST CMT,"Sample warped after ignition, and corners became elevated. Sample shriveled horizontally, reducing surface area. "
