LABORATORY,FSRI 
TEST IDENT,PET-G_HF25_3
OPERATOR,Dow
MATERIAL,PET-G
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.03936708718538284
SPEC HOLDER DIFF,303.469970703125
SPECIMEN MASS,34.599998474121094
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,1997
TIME TO IGN,250
END OF TEST SCAN,1517
END OF TEST TIME,379.25
TEST STATUS,1
PRE TEST CMT,Dimensions: 99.25 x 99.02 x 2.58 mm
POST TEST CMT,Sample warped near the end of the test with corners rising up.
