LABORATORY,FSRI 
TEST IDENT,R30Insulation_HF50_3
OPERATOR,Dow
MATERIAL,R30 Fiberglass Insulation
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.04175092279911041
SPEC HOLDER DIFF,-566
SPECIMEN MASS,6.059999942779541
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,2883
TIME TO IGN,0
END OF TEST SCAN,2403
END OF TEST TIME,600.75
TEST STATUS,1
PRE TEST CMT,Dimensions: 101 x 112 x 54 mm
POST TEST CMT,No ignition. Test ended after 10 minutes. No mass loss after 10 minutes in replicate R1. 
