LABORATORY,FSRI 
TEST IDENT,PE_FPI_HF50_1
OPERATOR,Dow
MATERIAL,PE Foam Pipe Insulation
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.039002254605293274
SPEC HOLDER DIFF,-566
SPECIMEN MASS,5.320000171661377
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,728
TIME TO IGN,3.25
END OF TEST SCAN,248
END OF TEST TIME,62
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.50 x 102.02 x 11.31 mm
POST TEST CMT,"Immediately after ignition the sample corners rose and curled towards the center. Then the sample melted and spread out, with flames filling the entire foil pan. "
