LABORATORY,FSRI 
TEST IDENT,PE_FPI_HF75_2
OPERATOR,Dow
MATERIAL,PE Foam Pipe Insulation
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.009999999776482582
C FACTOR,0.03914763405919075
SPEC HOLDER DIFF,-566
SPECIMEN MASS,4.789999961853027
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,665
TIME TO IGN,2
END OF TEST SCAN,185
END OF TEST TIME,46.25
TEST STATUS,1
PRE TEST CMT,Dimensions: 100.75 x 99.41 x 10.08 mm
POST TEST CMT,"Immediately after ignition the sample corners rose and curled towards the center. Then the sample melted and spread out, with flames filling the entire foil pan. "
