LABORATORY,FSRI 
TEST IDENT,PEVA_HF50_R1
OPERATOR,Dow
MATERIAL,polyethylene vinyl acetate shower curtain
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.039727065712213516
SPEC HOLDER DIFF,-566
SPECIMEN MASS,3.3399999141693115
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,583
TIME TO IGN,5.75
END OF TEST SCAN,103
END OF TEST TIME,25.75
TEST STATUS,1
PRE TEST CMT,Dimensions: 102.5 x 102 x 0.28 mm; with calcium silicate substrate; secured to substrate by a staple in each corner
