LABORATORY,FSRI 
TEST IDENT,PEVA_HF25_R1
OPERATOR,Dow
MATERIAL,polyethylene vinyl acetate shower curtain
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.039727065712213516
SPEC HOLDER DIFF,-566
SPECIMEN MASS,3.369999885559082
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,666
TIME TO IGN,13.5
END OF TEST SCAN,186
END OF TEST TIME,46.5
TEST STATUS,1
PRE TEST CMT,Dimensions: 102 x 105 x 0.28 mm; with calcium silicate substrate; secured to substrate by a staple in each corner
