LABORATORY,FSRI 
TEST IDENT,TREX_HF25_2
OPERATOR,Dow
MATERIAL,TREX board
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.0390549898147583
SPEC HOLDER DIFF,-566
SPECIMEN MASS,141.0500030517578
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,9933
TIME TO IGN,154.25
END OF TEST SCAN,9453
END OF TEST TIME,2363.25
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.20 x 101.31 x 12.68 mm
POST TEST CMT,Burning along edges during decay phase.
