LABORATORY,FSRI 
TEST IDENT,R13Insulation_HF50_1
OPERATOR,Dow
MATERIAL,R13 Fiberglass Insulation (pink)
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.041547633707523346
SPEC HOLDER DIFF,-566
SPECIMEN MASS,6.099999904632568
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,7775
TIME TO IGN,0
END OF TEST SCAN,7295
END OF TEST TIME,1823.75
TEST STATUS,1
PRE TEST CMT,Dimensions: 99.1 x 99.5 x 30.1 mm
POST TEST CMT,No ignition. Test ended after 30 minutes. 
