LABORATORY,FSRI 
TEST IDENT,R13Insulation_HF25_2
OPERATOR,Dow
MATERIAL,R13 Fiberglass Insulation (pink)
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.041122306138277054
SPEC HOLDER DIFF,-566
SPECIMEN MASS,6.099999904632568
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,2885
TIME TO IGN,0
END OF TEST SCAN,2405
END OF TEST TIME,601.25
TEST STATUS,1
PRE TEST CMT,Dimensions: 99.3 x 100.1 x 29.9 mm
POST TEST CMT,No ignition. Test ended after 10 minutes. No mass loss after 10 minutes in replicate R1. 
