LABORATORY,FSRI 
TEST IDENT,Fabric_H25_2
OPERATOR,Morrissey
MATERIAL,Polyester Microfiber Fabric 
ORIENTATION,Horizontal
HEAT FLUX,35
SURF AREA,0.009999999776482582
C FACTOR,0.03860524669289589
SPEC HOLDER DIFF,-97.97000122070312
SPECIMEN MASS,1.9299999475479126
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,816
TIME TO IGN,27.75
END OF TEST SCAN,336
END OF TEST TIME,84
TEST STATUS,1
PRE TEST CMT,test w/o retainer grid or frame
POST TEST CMT,Sample folded over spark igniter and the sample was ignited upon contact
