LABORATORY,FSRI 
TEST IDENT,NylonCarpetLP_HF25_3
OPERATOR,Dow
MATERIAL,Nylon Carpet - low pile
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.04186420142650604
SPEC HOLDER DIFF,-566
SPECIMEN MASS,24.110000610351562
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,3276
TIME TO IGN,449
END OF TEST SCAN,2796
END OF TEST TIME,699
TEST STATUS,1
PRE TEST CMT,Dimensions: 94.69 x 96.97 x 13.82 mm; 60 mm spacing
POST TEST CMT,Same as R1. Initial (candle size) ignition began at about 7:00 (420 s).
