LABORATORY,FSRI 
TEST IDENT,Homasote_HF25_R1
OPERATOR,Marino
MATERIAL,Homasote
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.04058745130896568
SPEC HOLDER DIFF,-566
SPECIMEN MASS,57.22999954223633
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,4291
TIME TO IGN,59.5
END OF TEST SCAN,3811
END OF TEST TIME,952.75
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.87 x 101.96 x 12.11 mm
POST TEST CMT,Sample arched slightly during decay stage.
