LABORATORY,FSRI 
TEST IDENT,Homasote_HF50_R2
OPERATOR,Marino
MATERIAL,Homasote
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.04058745130896568
SPEC HOLDER DIFF,-566
SPECIMEN MASS,59.5
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,3226
TIME TO IGN,9.25
END OF TEST SCAN,2746
END OF TEST TIME,686.5
TEST STATUS,1
PRE TEST CMT,Dimensions: 102.19 x 102.1 x 12.53 mm
POST TEST CMT,"Sample corner lifted off insulation during test. Slight swelling during the decay stage. See test pictures."
