LABORATORY,FSRI 
TEST IDENT,Homasote_HF50_R3
OPERATOR,Marino
MATERIAL,Homasote
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.04058745130896568
SPEC HOLDER DIFF,-566
SPECIMEN MASS,58.91999816894531
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,3154
TIME TO IGN,9.5
END OF TEST SCAN,2674
END OF TEST TIME,668.5
TEST STATUS,1
PRE TEST CMT,Dimensions: 102.29 x 102.09 x 12.63 mm
POST TEST CMT,"Sample corner lifted off insulation during test. Slight swelling during the decay stage. See test pictures."
