LABORATORY,FSRI 
TEST IDENT,Polyester_Skirt_25_1
OPERATOR,Dow
MATERIAL,Polyester Bed Skirt
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.00884
C FACTOR,0.0418335497379303
SPEC HOLDER DIFF,-566
SPECIMEN MASS,4.559999942779541
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,2121
TIME TO IGN,350.5
END OF TEST SCAN,1641
END OF TEST TIME,410.25
TEST STATUS,1
PRE TEST CMT,Dimensions: 103 x 102 x 0.72 mm; with frame and grid; with calcium silicate substrate; sample includes 5 layers
POST TEST CMT,Intermitttent flashes of flames prior to ignition.
