LABORATORY,FSRI 
TEST IDENT,Polyester_Skirt_50_3
OPERATOR,Dow
MATERIAL,Polyester Bed Skirt
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.00884
C FACTOR,0.04176945611834526
SPEC HOLDER DIFF,-566
SPECIMEN MASS,4.590000152587891
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,923
TIME TO IGN,37.75
END OF TEST SCAN,443
END OF TEST TIME,110.75
TEST STATUS,1
PRE TEST CMT,Dimensions: 103 x 104 x 0.70 mm; with frame and grid; with calcium silicate substrate; sample includes 5 layers
POST TEST CMT,The exposed area of the sample shrank upon heating due to shriveling and melting.
