LABORATORY,FSRI 
TEST IDENT,Polyester_Skirt_25_3
OPERATOR,Dow
MATERIAL,Polyester Bed Skirt
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.00884
C FACTOR,0.0418335497379303
SPEC HOLDER DIFF,-566
SPECIMEN MASS,4.599999904632568
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,2063
TIME TO IGN,327.25
END OF TEST SCAN,1583
END OF TEST TIME,395.75
TEST STATUS,1
PRE TEST CMT,Dimensions: 102 x 103 x 0.75 mm; with frame and grid; with calcium silicate substrate; sample includes 5 layers
POST TEST CMT,Intermittent flashes of flames prior to ignition.
