LABORATORY,FSRI 
TEST IDENT,Polyester_Skirt_25_2
OPERATOR,Dow
MATERIAL,Polyester Bed Skirt
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.00884
C FACTOR,0.0418335497379303
SPEC HOLDER DIFF,-566
SPECIMEN MASS,4.650000095367432
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,2287
TIME TO IGN,387.25
END OF TEST SCAN,1807
END OF TEST TIME,451.75
TEST STATUS,1
PRE TEST CMT,Dimensions: 102 x 102 x 0.70 mm; with frame and grid; with calcium silicate substrate; sample includes 5 layers
POST TEST CMT,Intermittent flashes of flames prior to ignition.
