LABORATORY,FSRI 
TEST IDENT,FDNY_LDF_HF50_R3
OPERATOR,Dow
MATERIAL,FDNY Low Density Fiberboard
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.0415135882794857
SPEC HOLDER DIFF,-566
SPECIMEN MASS,26.670000076293945
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,2192
TIME TO IGN,6
END OF TEST SCAN,1712
END OF TEST TIME,428
TEST STATUS,1
PRE TEST CMT,Dimensions: 99.23 x 99.16 x 11.98 mm; with tie wires
POST TEST CMT,Sample shrank. See post test pictures.
