LABORATORY,FSRI 
TEST IDENT,FDNY_LDF_HF75_R3
OPERATOR,Dow
MATERIAL,FDNY Low Density Fiberboard
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.009999999776482582
C FACTOR,0.0415135882794857
SPEC HOLDER DIFF,-566
SPECIMEN MASS,26.59000015258789
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,1233
TIME TO IGN,3
END OF TEST SCAN,753
END OF TEST TIME,188.25
TEST STATUS,1
PRE TEST CMT,Dimensions: 99.09 x 99.28 x 12.11 mm; with tie wires
POST TEST CMT,Sample shrank. See post test pictures.
