LABORATORY,FSRI 
TEST IDENT,FDNY_LDF_HF50_R1
OPERATOR,Dow
MATERIAL,FDNY Low Density Fiberboard
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.0415135882794857
SPEC HOLDER DIFF,-566
SPECIMEN MASS,26.950000762939453
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,2012
TIME TO IGN,6.25
END OF TEST SCAN,1532
END OF TEST TIME,383
TEST STATUS,1
PRE TEST CMT,Dimensions: 99.10 x 99.23 x 12.14 mm; with tie wires
POST TEST CMT,Exposed area of sample shrank. See post test pictures.
