LABORATORY,FSRI 
TEST IDENT,Microfiber_HF75_3
OPERATOR,Dow
MATERIAL,microfiber sheet
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.009999999776482582
C FACTOR,0.0418335497379303
SPEC HOLDER DIFF,-566
SPECIMEN MASS,4.760000228881836
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,1104
TIME TO IGN,18.75
END OF TEST SCAN,624
END OF TEST TIME,156
TEST STATUS,1
PRE TEST CMT,Dimensions: 105 x 105 x 0.78 mm; with frame and grid; with calcium silicate substrate; sample includes 5 layers
