LABORATORY,FSRI 
TEST IDENT,Microfiber_HF50_2
OPERATOR,Dow
MATERIAL,microfiber sheet
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.0418335497379303
SPEC HOLDER DIFF,-566
SPECIMEN MASS,4.849999904632568
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,1036
TIME TO IGN,40.25
END OF TEST SCAN,556
END OF TEST TIME,139
TEST STATUS,1
PRE TEST CMT,Dimensions: 102 x 102 x 1 mm; with frame and grid; with calcium silicate substrate; sample includes 5 layers
POST TEST CMT,Intermittent flashes of flames prior to ignition. The exposed area of the sample shrank upon heating due to shriveling and melting.
