LABORATORY,FSRI 
TEST IDENT,MicrofiberSheet_25_2
OPERATOR,Dow
MATERIAL,Microfiber Sheet
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.00884
C FACTOR,0.04124549776315689
SPEC HOLDER DIFF,-566
SPECIMEN MASS,4.840000152587891
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,2340
TIME TO IGN,400.25
END OF TEST SCAN,1860
END OF TEST TIME,465
TEST STATUS,1
PRE TEST CMT,Dimensions: 103 x 102 x 1 mm; with frame and grid; with calcium silicate substrate; sample includes 5 layers of sheet
POST TEST CMT,Intermittent flashes of flames prior to ignition. .
