LABORATORY,FSRI 
TEST IDENT,Cardboard_HF25_R3
OPERATOR,Marino
MATERIAL,Cardboard
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.0403820239007473
SPEC HOLDER DIFF,-566
SPECIMEN MASS,5.900000095367432
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,861
TIME TO IGN,30
END OF TEST SCAN,381
END OF TEST TIME,95.25
TEST STATUS,1
PRE TEST CMT,Dimensions: 100.13 x 100.66 x 3.71 mm; with calcium silicate substrate; with tie wires;
POST TEST CMT,Sample charred and became ash. Sample smoldered when removed.
