LABORATORY,FSRI 
TEST IDENT,Cardboard_HF25_R1
OPERATOR,Marino
MATERIAL,Cardboard
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.0403820239007473
SPEC HOLDER DIFF,-566
SPECIMEN MASS,5.929999828338623
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,871
TIME TO IGN,30.5
END OF TEST SCAN,391
END OF TEST TIME,97.75
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.75 x 99.57 x 3.85 mm; with calcium silicate substrate; with tie wires;
POST TEST CMT,Sample charred and became ash.
