LABORATORY,FSRI 
TEST IDENT,Cardboard_HF75_R2
OPERATOR,Marino
MATERIAL,Cardboard
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.009999999776482582
C FACTOR,0.0403820239007473
SPEC HOLDER DIFF,-566
SPECIMEN MASS,6
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,650
TIME TO IGN,3
END OF TEST SCAN,170
END OF TEST TIME,42.5
TEST STATUS,1
PRE TEST CMT,Dimensions: 100.63 x 100.89 x 3.30 mm; with calcium silicate substrate; with tie wires;
POST TEST CMT,Sample charred and became ash. Sample smoldered when removed.
