LABORATORY,FSRI 
TEST IDENT,Polyisocy_HF25_R1
OPERATOR,Marino
MATERIAL,Polyisocyanurate Foam Board Greene County
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.03985478729009628
SPEC HOLDER DIFF,-566
SPECIMEN MASS,12.9399995803833
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,870
TIME TO IGN,6.25
END OF TEST SCAN,390
END OF TEST TIME,97.5
TEST STATUS,1
PRE TEST CMT,"Dimensions: 101.57 x 100.74 x 26.13 mm; sample composed of 2 pieces with seam on the right
"
POST TEST CMT,Sample lost mass and receded away from the heating element. Sample popped and shot off pieces of foam. Sample became embrittled.
