LABORATORY,FSRI 
TEST IDENT,Rebond_Foam_HF50_1
OPERATOR,Dow
MATERIAL,Rebond Foam Carpet Padding
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.04012862965464592
SPEC HOLDER DIFF,-566
SPECIMEN MASS,7.71999979019165
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,762
TIME TO IGN,2
END OF TEST SCAN,282
END OF TEST TIME,70.5
TEST STATUS,1
PRE TEST CMT,Dimensions: 100.20 x 98.01 x 9.06 mm
POST TEST CMT,As flames extinguished at end of test the foil pan folded in on itself. See post test pictures.
