LABORATORY,FSRI 
TEST IDENT,Rebond_Foam_HF25_2
OPERATOR,Dow
MATERIAL,Rebond Foam Carpet Padding
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.04006402567028999
SPEC HOLDER DIFF,-566
SPECIMEN MASS,8.479999542236328
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,758
TIME TO IGN,8
END OF TEST SCAN,278
END OF TEST TIME,69.5
TEST STATUS,1
PRE TEST CMT,Dimensions: 98.23 x 102.78 x 9.23 mm
POST TEST CMT,As flames extinguished at end of test the corners of the foil pan lifted up. See test pictures. 
