LABORATORY,FSRI 
TEST IDENT,HDPE_HF25_2
OPERATOR,Dow
MATERIAL,HDPE
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.04156731069087982
SPEC HOLDER DIFF,-55.230010986328125
SPECIMEN MASS,30.799999237060547
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,1781
TIME TO IGN,191.75
END OF TEST SCAN,1301
END OF TEST TIME,325.25
TEST STATUS,1
PRE TEST CMT,Dimensions: 99.95 x 100.8 x 3.01
POST TEST CMT,"Significant dripping of sample, see test picture"
