LABORATORY,FSRI 
TEST IDENT,Roof_Felt_HF25_2
OPERATOR,Dow
MATERIAL,Roof Felt Underlayment
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.00884
C FACTOR,0.04010290652513504
SPEC HOLDER DIFF,-566
SPECIMEN MASS,7.110000133514404
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,1025
TIME TO IGN,33.75
END OF TEST SCAN,545
END OF TEST TIME,136.25
TEST STATUS,1
PRE TEST CMT,Dimensions: 102.07 x 102.88 x 0.86 mm; with frame; with calcium silicate substrate
POST TEST CMT,After ignition the sample warped and one edge lifted up. 
