LABORATORY,FSRI 
TEST IDENT,Roof_Felt_HF75_2
OPERATOR,Dow
MATERIAL,Roof Felt Underlayment
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.00884
C FACTOR,0.03958353400230408
SPEC HOLDER DIFF,-566
SPECIMEN MASS,7.150000095367432
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,1187
TIME TO IGN,6.25
END OF TEST SCAN,707
END OF TEST TIME,176.75
TEST STATUS,1
PRE TEST CMT,Dimensions: 102.16 x 101.86 x 0.90 mm; with frame; with calcium silicate substrate
POST TEST CMT,See test pictures.
