LABORATORY,FSRI 
TEST IDENT,Standard_Gypsum_50_1
OPERATOR,Dow
MATERIAL,Standard Gypsum
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.04185835272073746
SPEC HOLDER DIFF,-566
SPECIMEN MASS,79.05999755859375
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,722
TIME TO IGN,44.75
END OF TEST SCAN,242
END OF TEST TIME,60.5
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.90 x 103.58 x 12.69 mm
POST TEST CMT,"The gypsum paper continued to have a glowing orange color after the flame self-extinguished, however the test was ended because there was no longer ignition."
