LABORATORY,FSRI 
TEST IDENT,Fea_Pill_Fea_HF50_R1
OPERATOR,Marino
MATERIAL,Feather Pillow Feathers
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.03833641856908798
SPEC HOLDER DIFF,-566
SPECIMEN MASS,5.349999904632568
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,601
TIME TO IGN,3.25
END OF TEST SCAN,121
END OF TEST TIME,30.25
TEST STATUS,1
PRE TEST CMT,5 cm depth tray filled without compression
POST TEST CMT,Sample charred and bubbled. Corners of sample foil lifted after flames were extinguished.
