LABORATORY,FSRI 
TEST IDENT,LPC_HF25_R3
OPERATOR,Marino
MATERIAL,Engineered Wood Table
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.04036014527082443
SPEC HOLDER DIFF,-566
SPECIMEN MASS,22.510000228881836
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,1114
TIME TO IGN,21.5
END OF TEST SCAN,634
END OF TEST TIME,158.5
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.14 x 104.12 x 36.42 mm
POST TEST CMT,Sample melted and shrank.
