LABORATORY,FSRI 
TEST IDENT,LPC_HF50_R3
OPERATOR,Marino
MATERIAL,Engineered Wood Table
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.04036014527082443
SPEC HOLDER DIFF,-566
SPECIMEN MASS,23.540000915527344
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,888
TIME TO IGN,2.75
END OF TEST SCAN,408
END OF TEST TIME,102
TEST STATUS,1
PRE TEST CMT,Dimensions: 102.39 x 102.40 x 35.63 mm
POST TEST CMT,"Sample melted and shrank."
