LABORATORY,FSRI 
TEST IDENT,LPC_HF25_R2
OPERATOR,Marino
MATERIAL,Engineered Wood Table
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.04036014527082443
SPEC HOLDER DIFF,-566
SPECIMEN MASS,23.360000610351562
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,1165
TIME TO IGN,12.75
END OF TEST SCAN,685
END OF TEST TIME,171.25
TEST STATUS,1
PRE TEST CMT,Dimensions: 98.32 x 101.14 x 32.95 mm
POST TEST CMT,Sample melted and shrank.
