LABORATORY,FSRI 
TEST IDENT,PEbat_HF75_1
OPERATOR,Morrissey
MATERIAL,1 3/4'' Inch PE Batting
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.009999999776482582
C FACTOR,0.03860524669289589
SPEC HOLDER DIFF,-96.260009765625
SPECIMEN MASS,6.559999942779541
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,715
TIME TO IGN,15.75
END OF TEST SCAN,235
END OF TEST TIME,58.75
TEST STATUS,1
PRE TEST CMT,"Approximate thickness: 1.75 inches"
POST TEST CMT,"Two opposing corners of the foil pan lifted upwards in the last few seconds prior to flame extinguishment. See post test picture."
