LABORATORY,FSRI 
TEST IDENT,PEbat_HF75_2
OPERATOR,Morrissey
MATERIAL,1 3/4'' Inch PE Batting
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.009999999776482582
C FACTOR,0.03860524669289589
SPEC HOLDER DIFF,-297.239990234375
SPECIMEN MASS,6.889999866485596
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,743
TIME TO IGN,16.5
END OF TEST SCAN,263
END OF TEST TIME,65.75
TEST STATUS,1
PRE TEST CMT,"Approximate thickness: 1.75 inches"
POST TEST CMT,"Two opposing corners of the foil pan lifted upwards in the last few seconds prior to flame extinguishment."
