LABORATORY,FSRI 
TEST IDENT,PEbat_HF75_3
OPERATOR,Morrissey
MATERIAL,1 3/4'' Inch PE Batting
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.009999999776482582
C FACTOR,0.03860524669289589
SPEC HOLDER DIFF,-85.69000244140625
SPECIMEN MASS,6.449999809265137
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,746
TIME TO IGN,18.5
END OF TEST SCAN,266
END OF TEST TIME,66.5
TEST STATUS,1
PRE TEST CMT,"Approximate thickness: 1.75 inches"
POST TEST CMT,"Two opposing corners of the foil pan lifted upwards in the last few seconds prior to flame extinguishment."
