LABORATORY,FSRI 
TEST IDENT,PEbat_H25_3
OPERATOR,Morrissey
MATERIAL,1.75'' PE Batting
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.03860524669289589
SPEC HOLDER DIFF,-98.29998779296875
SPECIMEN MASS,6.900000095367432
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,2450
TIME TO IGN,453.75
END OF TEST SCAN,1970
END OF TEST TIME,492.5
TEST STATUS,1
PRE TEST CMT,"Approximate thickness: 1.75 inches"
POST TEST CMT,"Two opposing corners of the foil pan lifted upwards during the test causing the melted sample mass to pool in a smaller area off-center."
